Individual/Business name,Address,Economic activity,Year
"Till, Henry","130 Little Bourke St, Melbourne, Australia",grocer,1913
"Till, Henry","130 Little Bourke St, Melbourne, Australia",grocer,1914
"Till, Henry","130 Little Bourke St, Melbourne, Australia",grocer,1915
"Till, Henry","130 Little Bourke St, Melbourne, Australia",grocer,1916
"Till, Henry","130 Little Bourke St, Melbourne, Australia",grocer,1917
Quong Hang Shing,"131 Little Bourke St, Melbourne, Australia",[no data],1900
Quong Hang Shing,"131 Little Bourke St, Melbourne, Australia",[no data],1901
Quong Hang Shing,"131 Little Bourke St, Melbourne, Australia",[no data],1902
Fook On Cheong,"131 Little Bourke St, Melbourne, Australia",general store,1903
Fook On Cheong,"131 Little Bourke St, Melbourne, Australia",general store,1904
Fook On Cheong,"131 Little Bourke St, Melbourne, Australia",general store,1905
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1906
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1907
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1908
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1909
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1910
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1911
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1912
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1913
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1914
Fook On Cheong & Co.,"131 Little Bourke St, Melbourne, Australia",general store,1915
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1916
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1917
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1918
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1919
Fook On Cheong & Co,"131 Little Bourke St, Melbourne, Australia",general store,1920
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1900
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1901
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1902
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1903
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1904
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1905
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1906
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1907
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1908
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1909
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1910
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1911
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1912
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1913
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1914
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1915
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1916
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1917
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1918
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1919
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver and die sinker,1920
"Purvis, John W.","132 Little Bourke St, Melbourne, Australia",engraver & die sinker,1940
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1900
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1901
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1902
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1903
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1904
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1905
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1906
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1907
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1908
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1909
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1910
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1911
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1912
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1913
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1914
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1915
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1916
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1917
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1918
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1919
Dew Lee,"133 Little Bourke St, Melbourne, Australia",store,1920
"Mow Shing, John","134 Little Bourke St, Melbourne, Australia",banana merchant,1900
"Mow Shing, John","134 Little Bourke St, Melbourne, Australia",banana merchant,1901
"Mow Shing, John","134 Little Bourke St, Melbourne, Australia",banana merchant,1902
"Mow Shing, John","134 Little Bourke St, Melbourne, Australia",banana merchant,1903
"Mow Shing, John","134 Little Bourke St, Melbourne, Australia",banana merchant,1904
"Mow Shing, John","134 Little Bourke St, Melbourne, Australia",banana merchant,1905
"Mow Shing, John","134 Little Bourke St, Melbourne, Australia",banana merchant,1906
"Mow Shing, John","134 Little Bourke St, Melbourne, Australia",banana merchant,1907
"Mow Shing, John","134 Little Bourke St, Melbourne, Australia",banana merchant,1908
"Mow Shing, John","134 Little Bourke St, Melbourne, Australia",banana merchant,1909
Wong Mow,"134 Little Bourke St, Melbourne, Australia",banana merchant,1910
Wong Mow,"134 Little Bourke St, Melbourne, Australia",banana merchant,1911
Wong Mow,"134 Little Bourke St, Melbourne, Australia",banana merchant,1912
Wong Mow,"134 Little Bourke St, Melbourne, Australia",banana merchant,1913
Man Hop,"134 Little Bourke St, Melbourne, Australia",banana merchant,1914
Man Hop,"134 Little Bourke St, Melbourne, Australia",banana merchant,1915
Man Hop,"134 Little Bourke St, Melbourne, Australia",banana store,1916
King's Cafe,"134 Little Bourke St, Melbourne, Australia",[no data],1916
Sam Yick,"134 Little Bourke St, Melbourne, Australia",banana store,1917
Sam Yick,"134 Little Bourke St, Melbourne, Australia",banana store,1918
Sam Yick,"134 Little Bourke St, Melbourne, Australia",banana store,1919
Sam Yick,"134 Little Bourke St, Melbourne, Australia",banana store,1920
"Bentley, Cole & Son","134 Little Bourke St, Melbourne, Australia",die sinkers,1940
Wing Sang Wah,"135 Little Bourke St, Melbourne, Australia",fruiterer,1900
Wing Sang Wah,"135 Little Bourke St, Melbourne, Australia",fruiterer,1901
Wing Sang Wah,"135 Little Bourke St, Melbourne, Australia",fruiterer,1902
Wing Sang Wah,"135 Little Bourke St, Melbourne, Australia",fruiterer,1903
Wing Sang Wah,"135 Little Bourke St, Melbourne, Australia",fruiterer,1904
Wing Sang Wah,"135 Little Bourke St, Melbourne, Australia",fruiterer,1905
Wing Sang Wah & Co,"135 Little Bourke St, Melbourne, Australia",fruiterers,1906
Wing Sang Wah & Co,"135 Little Bourke St, Melbourne, Australia",fruiterers,1907
Wing Sang Wah & Co,"135 Little Bourke St, Melbourne, Australia",fruiterers,1908
Wing Sang Wah & Co,"135 Little Bourke St, Melbourne, Australia",fruiterers,1909
Wing Sang War & Co,"135 Little Bourke St, Melbourne, Australia",fruiterers,1910
Wing Sang War & Co,"135 Little Bourke St, Melbourne, Australia",fruiterers,1911
Wing Sang & Co,"135 Little Bourke St, Melbourne, Australia",fruiterers,1912
Gen Lee,"135 Little Bourke St, Melbourne, Australia",agent,1913
Jen Lee,"135 Little Bourke St, Melbourne, Australia",agent,1914
Jen Lee,"135 Little Bourke St, Melbourne, Australia",agent,1915
Dan Lee,"135 Little Bourke St, Melbourne, Australia",fruiterer,1916
War Cheong,"135 Little Bourke St, Melbourne, Australia",fruiterer,1917
War Cheong,"135 Little Bourke St, Melbourne, Australia",fruiterer,1918
War Cheong,"135 Little Bourke St, Melbourne, Australia",fruiterer,1919
On War,"135 Little Bourke St, Melbourne, Australia",[no data],1920
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmaker and store,1900
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmaker and store,1901
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1902
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1903
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1904
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1905
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1906
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1907
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1908
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1909
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1910
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1911
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1912
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1913
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1914
Tock & Co.,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1915
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1916
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers and store,1917
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers,1918
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers,1919
Tock & Co,"136 Little Bourke St, Melbourne, Australia",cabinetmakers,1920
Melba Finishing Co,"136 Little Bourke St, Melbourne, Australia",furniture manufacturers,1940
Foo Lee,"137 Little Bourke St, Melbourne, Australia",store,1900
Foo Lee,"137 Little Bourke St, Melbourne, Australia",store,1901
Wing Lee Chong,"137 Little Bourke St, Melbourne, Australia",fruiterer,1902
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",fruiterer,1903
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",fruiterer,1904
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",fruiterer,1905
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1906
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1907
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1908
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1909
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1910
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1911
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1912
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1913
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1914
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1915
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1916
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1917
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1918
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1919
Hoong Chong,"137 Little Bourke St, Melbourne, Australia",banana store,1920
"Patersons Pty Ltd Bulk Furniture Store, Head Office: 152 to 158 Bourke-st, Melbourne, C.[?], & Branches","137 Little Bourke St, Melbourne, Australia",[no data],1940
Quong Hang Shing,"139 Little Bourke St, Melbourne, Australia",store,1900
Quong Hank Shing,"139 Little Bourke St, Melbourne, Australia",store,1901
Quong Hank Shing,"139 Little Bourke St, Melbourne, Australia",store,1902
Quan Hang Shing & Co,"139 Little Bourke St, Melbourne, Australia",importers,1903
Quan Hang Shing & Co,"139 Little Bourke St, Melbourne, Australia",importers,1904
Quan Hang Shing & Co,"139 Little Bourke St, Melbourne, Australia",importers,1905
Quan Hang Shing & Co,"139 Little Bourke St, Melbourne, Australia",importers,1906
Quan Hang Shing & Co,"139 Little Bourke St, Melbourne, Australia",importers,1907
Quan Hang Shing & Co,"139 Little Bourke St, Melbourne, Australia",importers,1908
Quan Hang Shing & Co,"139 Little Bourke St, Melbourne, Australia",importers,1909
Quan Hang Shing & Co,"139 Little Bourke St, Melbourne, Australia",importers,1910
Quan Hang Shing & Co,"139 Little Bourke St, Melbourne, Australia",importers,1911
Quan Hang Shing & Co,"139 Little Bourke St, Melbourne, Australia",importers,1912
Quan Hang Shing & Co,"139 Little Bourke St, Melbourne, Australia",importers,1913
vacant,"139 Little Bourke St, Melbourne, Australia",vacant,1914
Mow Sing,"139 Little Bourke St, Melbourne, Australia",banana store,1915
Mow Sing,"139 Little Bourke St, Melbourne, Australia",banana store,1916
Mow Sing,"139 Little Bourke St, Melbourne, Australia",banana store,1917
Mow Sing,"139 Little Bourke St, Melbourne, Australia",banana store,1918
Mow Sing,"139 Little Bourke St, Melbourne, Australia",banana store,1919
Pon Sing,"139 Little Bourke St, Melbourne, Australia",[no data],1920
"Hoong Chong, C.","141 Little Bourke St, Melbourne, Australia",banana merchant,1900
"Hoong Chong, C.","141 Little Bourke St, Melbourne, Australia",banana merchant,1901
"Hoong Chong, C.","141 Little Bourke St, Melbourne, Australia",banana merchant,1902
"Hoong Chong, C.","141 Little Bourke St, Melbourne, Australia",banana merchant,1903
"Hoong Chong, C.","141 Little Bourke St, Melbourne, Australia",banana merchant,1904
"Hoong Chong, C.","141 Little Bourke St, Melbourne, Australia",banana merchant,1905
"Hoong Chong, C.","141 Little Bourke St, Melbourne, Australia",banana merchant,1906
"Hoong Chong, C.","141 Little Bourke St, Melbourne, Australia",banana merchant,1907
"Hoong Chong, C.","141 Little Bourke St, Melbourne, Australia",banana merchant,1908
"Hoong Chong, C.","141 Little Bourke St, Melbourne, Australia",banana merchant,1909
"Hoong Chong, C.","141 Little Bourke St, Melbourne, Australia",banana merchant,1910
Hoong Chong,"141 Little Bourke St, Melbourne, Australia",banana merchant,1911
Hoong Chong,"141 Little Bourke St, Melbourne, Australia",banana merchant,1912
Hoong Chong,"141 Little Bourke St, Melbourne, Australia",banana merchant,1913
Hoong Chong,"141 Little Bourke St, Melbourne, Australia",banana merchant,1914
Hoong Chong,"141 Little Bourke St, Melbourne, Australia",banana merchant,1915
Hoong Chong,"141 Little Bourke St, Melbourne, Australia",banana merchant,1916
Hoong Chong,"141 Little Bourke St, Melbourne, Australia",banana merchant,1917
Hoong Chong,"141 Little Bourke St, Melbourne, Australia",banana,1918
Hoong Chong,"141 Little Bourke St, Melbourne, Australia",banana merchant,1919
Hoong Chong,"141 Little Bourke St, Melbourne, Australia",banana merchant,1920
Kwong Ying Cheong,"143 Little Bourke St, Melbourne, Australia",storeroom,1900
Kwong Ying Cheong,"143 Little Bourke St, Melbourne, Australia",storeroom,1901
Kwong Ying Cheong,"143 Little Bourke St, Melbourne, Australia",storeroom,1902
Kwong Ying Cheong,"143 Little Bourke St, Melbourne, Australia",storeroom,1903
Kwong Ying Cheong,"143 Little Bourke St, Melbourne, Australia",storeroom,1904
Kwong Ying Cheong,"143 Little Bourke St, Melbourne, Australia",storeroom,1905
Kwong Ying Cheong,"143 Little Bourke St, Melbourne, Australia",storeroom,1906
Kwong Ying Cheong,"143 Little Bourke St, Melbourne, Australia",storeroom,1907
Kwong Ying Cheong,"143 Little Bourke St, Melbourne, Australia",storerooms,1908
Kwong Ying Cheong & Co,"143 Little Bourke St, Melbourne, Australia",storeroom,1909
Kwong Ying Cheong & Co,"143 Little Bourke St, Melbourne, Australia",storeroom,1910
Kwong Ying Cheong & Co,"143 Little Bourke St, Melbourne, Australia",storeroom,1911
Kwong Ying Cheong & Co,"143 Little Bourke St, Melbourne, Australia",storeroom,1912
Kwong Ying Cheong & Co,"143 Little Bourke St, Melbourne, Australia",storeroom,1913
Kwong Ying Cheong & Co,"143 Little Bourke St, Melbourne, Australia",storeroom,1914
On Kee & Co,"143 Little Bourke St, Melbourne, Australia",importers,1915
On Kee & Co,"143 Little Bourke St, Melbourne, Australia",importers,1916
On Kee & Co,"143 Little Bourke St, Melbourne, Australia",importers,1917
On Kee & Co,"143 Little Bourke St, Melbourne, Australia",importers,1918
On Kee & Co,"143 Little Bourke St, Melbourne, Australia",importers,1919
On Kee & Co,"143 Little Bourke St, Melbourne, Australia",importers,1920
vacant,"145 Little Bourke St, Melbourne, Australia",vacant,1900
vacant,"145 Little Bourke St, Melbourne, Australia",vacant,1901
"Stage Employees' Assn - Huckerby, A.E., sec","145[?] Little Bourke St, Melbourne, Australia",[no data],1911
"Musicians' Union - Davidson, Arthur J., sec","145 Little Bourke St, Melbourne, Australia",[no data],1915
"The National Tobacco Co - Reilly, John L., prop","145 Little Bourke St, Melbourne, Australia",[no data],1916
"The National Tobacco Co - Reilly, John L., prop","145 Little Bourke St, Melbourne, Australia",[no data],1917
"The National Tobacco Co - Reilly, John L., prop","145 Little Bourke St, Melbourne, Australia",[no data],1918
"Spicer, Jas., & Sons","145 Little Bourke St, Melbourne, Australia",paper merchants,1919
"Spicer, Jas., & Sons","145 Little Bourke St, Melbourne, Australia",paper merchants,1920
Lipton Ltd,"145 Little Bourke St, Melbourne, Australia",tea merchants,1940
vacant,"147 Little Bourke St, Melbourne, Australia",vacant,1900
"Musicians' Union of Aust - Hopkins, W.J., secretary","147[?] Little Bourke St, Melbourne, Australia",[no data],1911
"Theatrical Union of Employes - Hueberg, Albt., sec","147 Little Bourke St, Melbourne, Australia",[no data],1915
vacant,"149 Little Bourke St, Melbourne, Australia",vacant,1900
Alcock's manufactory (billiad table makers),"152 Little Bourke St, Melbourne, Australia",[no data],1900
Alcock's manufactory (billiard table makers),"152 Little Bourke St, Melbourne, Australia",[no data],1901
Alcock's manufactory (billiard table makers),"152 Little Bourke St, Melbourne, Australia",[no data],1902
Alcock's manufactory (billiard table makers),"152 Little Bourke St, Melbourne, Australia",[no data],1903
Alcock's manufactory (billiard table makers),"152 Little Bourke St, Melbourne, Australia",[no data],1904
Alcock's manufactory (billiard table makers),"152 Little Bourke St, Melbourne, Australia",[no data],1905
Alcock's manufactory (billiard table makers),"152 Little Bourke St, Melbourne, Australia",[no data],1906
Alcock's manufactory (billiard table makers),"152 Little Bourke St, Melbourne, Australia",[no data],1907
"Motor Mart - Holmes, Edward","152 Little Bourke St, Melbourne, Australia",manager,1908
"Motor Mart - Holmes, Edward, manager","152 Little Bourke St, Melbourne, Australia",[no data],1909
Kellow Motor Co,"152 Little Bourke St, Melbourne, Australia",[no data],1910
Kellow Motor Co,"152 Little Bourke St, Melbourne, Australia",[no data],1911
Kellow Motor Co,"152 Little Bourke St, Melbourne, Australia",[no data],1912
Kellow Motor Co,"152 Little Bourke St, Melbourne, Australia",[no data],1913
Kellow Falkiner Motor Co Garage,"152 Little Bourke St, Melbourne, Australia",[no data],1914
Kellow Falkiner Motor Co Garage,"152 Little Bourke St, Melbourne, Australia",[no data],1915
Kellow Falkiner Motor Co Garage,"152 Little Bourke St, Melbourne, Australia",[no data],1916
Kellow Falkiner Motor Co Garage,"152 Little Bourke St, Melbourne, Australia",[no data],1917
Kellow Falkiner Motor Co Garage,"152 Little Bourke St, Melbourne, Australia",[no data],1918
Kellow Falkiner Motor Co Garage,"152 Little Bourke St, Melbourne, Australia",[no data],1919
Kellow Falkiner Pty Ltd,"152 Little Bourke St, Melbourne, Australia",motor gar,1920
"Kellow, Falkiner Pty Ltd (workshop)","152 Little Bourke St, Melbourne, Australia",workshop,1940
"White, N. (storage)","156 Little Bourke St, Melbourne, Australia",storage,1940
Mytno Modes,"158 Little Bourke St, Melbourne, Australia",mantle manufacturers,1940
Victoria Pleating Co,"158 Little Bourke St, Melbourne, Australia",pleaters,1940
"Braverman, N.","158 Little Bourke St, Melbourne, Australia",manufacturing furrier,1940
"Brisson, S.","158 Little Bourke St, Melbourne, Australia",mantle manufacturer,1940
Modette Fur Co,"158 Little Bourke St, Melbourne, Australia",manufacturing furrier,1940
"Sundberg, Misses R. & L.","158 Little Bourke St, Melbourne, Australia",blouse manufacturers,1940
"Exford hotel - Slattery, Patrick J.","168 Little Bourke St, Melbourne, Australia",[no data],1900
vacant,"168 Little Bourke St, Melbourne, Australia",vacant,1900
"Exford hotel - Slattery, Mrs Johannah","168 Little Bourke St, Melbourne, Australia",[no data],1901
vacant,"168 Little Bourke St, Melbourne, Australia",vacant,1901
"Exford hotel - Slattery, Mrs Johannah","168 Little Bourke St, Melbourne, Australia",[no data],1902
"Exford hotel - Slattery, Mrs Johannah","168 Little Bourke St, Melbourne, Australia",[no data],1903
"Exford hotel - Slattery, Mrs Johannah","168 Little Bourke St, Melbourne, Australia",[no data],1904
"Exford hotel - Blattery, Mrs Johannah","168 Little Bourke St, Melbourne, Australia",[no data],1905
"Exford hotel - Slattery, Mrs Johannah","168 Little Bourke St, Melbourne, Australia",[no data],1906
vacant,"168 Little Bourke St, Melbourne, Australia",vacant,1906
"Exford hotel - Slattery, Mrs Johannah","168 Little Bourke St, Melbourne, Australia",[no data],1907
vacant,"168 Little Bourke St, Melbourne, Australia",vacant,1907
"Exford hotel - Slattery, Mrs Johannah","168 Little Bourke St, Melbourne, Australia",[no data],1908
vacant,"168 Little Bourke St, Melbourne, Australia",vacant,1908
"Exford hotel - Leen, Mrs Hannah","168 Little Bourke St, Melbourne, Australia",[no data],1909
"Exford hotel - Leen, Mrs Hannah","168 Little Bourke St, Melbourne, Australia",[no data],1910
"Exford htl - Mills, Charles","168 Little Bourke St, Melbourne, Australia",[no data],1911
"Exford htl - Mills, Charles","168 Little Bourke St, Melbourne, Australia",[no data],1912
"Smith, Joseph","168 Little Bourke St, Melbourne, Australia",[no data],1912
"Exford htl - Mills, Charles","168 Little Bourke St, Melbourne, Australia",[no data],1913
"Exford htl - Mills, Charles","168 Little Bourke St, Melbourne, Australia",[no data],1914
"Exford htl - Mills, Charles","168 Little Bourke St, Melbourne, Australia",[no data],1915
"Exford htl - Mills, Charles","168 Little Bourke St, Melbourne, Australia",[no data],1916
"Exford htl - Mills, Charles","168 Little Bourke St, Melbourne, Australia",[no data],1917
"Exford htl - Mills, Charles","168 Little Bourke St, Melbourne, Australia",[no data],1918
"Exford htl - Mills, Charles","168 Little Bourke St, Melbourne, Australia",[no data],1919
"Exford htl - Hunt, Mrs Elenor","168 Little Bourke St, Melbourne, Australia",[no data],1920
"Hunt, Edwd. J.","168 Little Bourke St, Melbourne, Australia",[no data],1920
"Variety Artists' Federation - Jones, Geo. A., sec","169 Little Bourke St, Melbourne, Australia",[no data],1916
Motor Transport Chauffeurs' Union - McAllen Thos. A.,"169 Little Bourke St, Melbourne, Australia",[no data],1916
"Motor Transport Chauffeurs' Union - McAllen, Thos. A.","169 Little Bourke St, Melbourne, Australia",[no data],1917
vacant,"169 Little Bourke St, Melbourne, Australia",vacant,1918
vacant,"169 Little Bourke St, Melbourne, Australia",vacant,1919
Leather Goods Mnfrng Co,"169 Little Bourke St, Melbourne, Australia",[no data],1920
Macbeer Tailoring Co,"169 Little Bourke St, Melbourne, Australia",tailors,1940
Continental Tailoring Co,"169 Little Bourke St, Melbourne, Australia",tailors,1940
"Howard, L.V. Pty Ltd","169 Little Bourke St, Melbourne, Australia",workroom,1940
vacant,"170 Little Bourke St, Melbourne, Australia",vacant,1911
vacant,"170 Little Bourke St, Melbourne, Australia",vacant,1912
Kwong Ying Cheong,"171 Little Bourke St, Melbourne, Australia",importer,1900
Kwong Ying Cheong,"171 Little Bourke St, Melbourne, Australia",importer,1901
Kwong Ying Cheong,"171 Little Bourke St, Melbourne, Australia",importer,1902
Kwong Ying Cheong,"171 Little Bourke St, Melbourne, Australia",importer,1903
Kwong Ying Cheong,"171 Little Bourke St, Melbourne, Australia",importer,1904
Kwong Ying Cheong,"171 Little Bourke St, Melbourne, Australia",importer,1905
Kwong Ying Cheong,"171 Little Bourke St, Melbourne, Australia",importer fancy goods,1906
Kwong Ying Cheong,"171 Little Bourke St, Melbourne, Australia",importer fancy goods,1907
Kwong Ying Cheong,"171 Little Bourke St, Melbourne, Australia",importer fancy goods,1908
Kwong Ying Cheong & Co,"171 Little Bourke St, Melbourne, Australia",importers fcy gds,1909
Kwong Ying Cheong & Co,"171 Little Bourke St, Melbourne, Australia",importers fcy gds,1910
Quong Hie Shing & Co,"171 Little Bourke St, Melbourne, Australia",storeroom,1911
Quong Hie Shing & Co,"171 Little Bourke St, Melbourne, Australia",storeroom,1912
Quong Hie Shing & Co,"171 Little Bourke St, Melbourne, Australia",storeroom,1913
Quong Hie Shing & Co,"171 Little Bourke St, Melbourne, Australia",storeroom,1914
vacant,"171 Little Bourke St, Melbourne, Australia",vacant,1915
"Thomas, J.","171 Little Bourke St, Melbourne, Australia",hairdresser & tobacconist,1940
Mow Yick,"172 Little Bourke St, Melbourne, Australia",banana store,1900
Mow Yick,"172 Little Bourke St, Melbourne, Australia",banana store,1901
Mow Yick,"172 Little Bourke St, Melbourne, Australia",banana store,1902
Mow Yick,"172 Little Bourke St, Melbourne, Australia",banana store,1903
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1904
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1905
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1906
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1907
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1908
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1909
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1910
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1911
Mow Yick Bors,"172 Little Bourke St, Melbourne, Australia",banana store,1912
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1913
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1914
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1915
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1916
Mow Yick Bros,"172 Little Bourke St, Melbourne, Australia",banana store,1917
Chung Yick,"172 Little Bourke St, Melbourne, Australia",banana store,1918
"Louey Pang, H., & Co","172 Little Bourke St, Melbourne, Australia",fruit & com agts,1920
Christie's Pty Ltd (storage),"172 Little Bourke St, Melbourne, Australia",storage,1940
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",storekeeper,1900
Quong Hie Ching,"173 Little Bourke St, Melbourne, Australia",storekeeper,1901
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",storekeepter,1902
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",storekeeper,1903
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",storekeeper,1904
"Hoarding, A.A. Co 24","173 Little Bourke St, Melbourne, Australia",[no data],1904
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",storekeeper,1905
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",grcr & fcy gds,1906
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",grcr & fcy gds,1907
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",grcr & fcy gds,1908
Quong Hie Shing,"173 Little Bourke St, Melbourne, Australia",grcr & fcy gds,1909
